mutation_id,seed_id,family,order,source_seed_path,mutant_path,mutation_category,mutation_subtype,operator_id,operator_origin,quantum_specific,equivalent_candidate,bug_description,testing_relevance,expected_effect,difficulty,likely_killable_by,primary_site,secondary_sites
VQE_ANSATZ_M001,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m001.py,B_parameter_bugs,sign_error,PAR_NEGATE,mixed,True,False,Negate the rotation angle for RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M002,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m002.py,B_parameter_bugs,constant_offset,PAR_OFFSET,mixed,True,False,Add pi/8 to the RY angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M003,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m003.py,B_parameter_bugs,parameter_scaling,PAR_SCALE_HALF,mixed,True,False,Halve the RY angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M004,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m004.py,B_parameter_bugs,degrees_vs_radians,PAR_DEGREES,mixed,True,False,Treat the RY angle as degrees.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M005,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m005.py,B_parameter_bugs,wrong_parameter_variable,PAR_WRONG_VARIABLE,mixed,True,False,Use the wrong parameter expression for RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M006,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m006.py,B_parameter_bugs,stale_parameter,PAR_ZERO,mixed,True,False,Force the RY angle to zero.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M007,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m007.py,B_parameter_bugs,wrong_rotation_angle,PAR_AXIS_SWAP,mixed,True,False,Apply the same parameter on the wrong rotation axis instead of RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_0,
VQE_ANSATZ_M008,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m008.py,B_parameter_bugs,sign_error,PAR_NEGATE,mixed,True,False,Negate the rotation angle for RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M009,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m009.py,B_parameter_bugs,constant_offset,PAR_OFFSET,mixed,True,False,Add pi/8 to the RY angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M010,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m010.py,B_parameter_bugs,parameter_scaling,PAR_SCALE_HALF,mixed,True,False,Halve the RY angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M011,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m011.py,B_parameter_bugs,degrees_vs_radians,PAR_DEGREES,mixed,True,False,Treat the RY angle as degrees.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M012,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m012.py,B_parameter_bugs,wrong_parameter_variable,PAR_WRONG_VARIABLE,mixed,True,False,Use the wrong parameter expression for RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M013,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m013.py,B_parameter_bugs,stale_parameter,PAR_ZERO,mixed,True,False,Force the RY angle to zero.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M014,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m014.py,B_parameter_bugs,wrong_rotation_angle,PAR_AXIS_SWAP,mixed,True,False,Apply the same parameter on the wrong rotation axis instead of RY.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,vqe_rot_1,
VQE_ANSATZ_M015,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m015.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_CZ,quantum-specific,True,False,Replace CX with CZ.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M016,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m016.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_CY,quantum-specific,True,False,Replace CX with CY.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M017,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m017.py,A_gate_level_quantum_bugs,missing_control,QCR_DELETE_CONTROL,quantum-specific,True,False,Drop the control and apply X directly to target 1.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M018,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m018.py,A_gate_level_quantum_bugs,reversed_control_target,QCR_REVERSE_CONTROL,quantum-specific,True,False,Reverse the CX control/target relationship.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M019,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m019.py,A_gate_level_quantum_bugs,gate_deletion,QCR_DELETE_ENTANGLER,quantum-specific,True,False,Delete the CX entangling gate.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M020,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m020.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_FOR_CONTROLLED,quantum-specific,True,False,Replace CX with SWAP.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_M021,vqe_ansatz,vqe,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_m021.py,A_gate_level_quantum_bugs,extra_gate_insertion,QCR_DUPLICATE_ENTANGLER,quantum-specific,True,False,Apply the CX gate twice.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,vqe_entangler,
VQE_ANSATZ_HO001,vqe_ansatz,vqe,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_ho001.py,B_parameter_bugs+B_parameter_bugs,sign_error+sign_error,PAR_NEGATE+PAR_NEGATE,mixed+mixed,True,False,Higher-order mutant combining: Negate the rotation angle for RY. AND Negate the rotation angle for RY.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,vqe_rot_0,vqe_rot_1
VQE_ANSATZ_HO002,vqe_ansatz,vqe,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/vqe_ansatz.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/vqe/vqe_ansatz_ho002.py,B_parameter_bugs+A_gate_level_quantum_bugs,sign_error+controlled_gate_replacement,PAR_NEGATE+QCR_SWAP_CZ,mixed+quantum-specific,True,False,Higher-order mutant combining: Negate the rotation angle for RY. AND Replace CX with CZ.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,vqe_rot_0,vqe_entangler
QAOA_M001,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m001.py,B_parameter_bugs,sign_error,PAR_NEGATE,mixed,True,False,Negate the rotation angle for RZ.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M002,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m002.py,B_parameter_bugs,constant_offset,PAR_OFFSET,mixed,True,False,Add pi/8 to the RZ angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M003,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m003.py,B_parameter_bugs,parameter_scaling,PAR_SCALE_HALF,mixed,True,False,Halve the RZ angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M004,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m004.py,B_parameter_bugs,degrees_vs_radians,PAR_DEGREES,mixed,True,False,Treat the RZ angle as degrees.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M005,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m005.py,B_parameter_bugs,wrong_parameter_variable,PAR_WRONG_VARIABLE,mixed,True,False,Use the wrong parameter expression for RZ.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M006,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m006.py,B_parameter_bugs,stale_parameter,PAR_ZERO,mixed,True,False,Force the RZ angle to zero.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M007,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m007.py,B_parameter_bugs,wrong_rotation_angle,PAR_AXIS_SWAP,mixed,True,False,Apply the same parameter on the wrong rotation axis instead of RZ.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_cost,
QAOA_M008,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m008.py,B_parameter_bugs,sign_error,PAR_NEGATE,mixed,True,False,Negate the rotation angle for RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M009,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m009.py,B_parameter_bugs,constant_offset,PAR_OFFSET,mixed,True,False,Add pi/8 to the RX angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M010,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m010.py,B_parameter_bugs,parameter_scaling,PAR_SCALE_HALF,mixed,True,False,Halve the RX angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M011,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m011.py,B_parameter_bugs,degrees_vs_radians,PAR_DEGREES,mixed,True,False,Treat the RX angle as degrees.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M012,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m012.py,B_parameter_bugs,wrong_parameter_variable,PAR_WRONG_VARIABLE,mixed,True,False,Use the wrong parameter expression for RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M013,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m013.py,B_parameter_bugs,stale_parameter,PAR_ZERO,mixed,True,False,Force the RX angle to zero.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M014,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m014.py,B_parameter_bugs,wrong_rotation_angle,PAR_AXIS_SWAP,mixed,True,False,Apply the same parameter on the wrong rotation axis instead of RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_0,
QAOA_M015,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m015.py,B_parameter_bugs,sign_error,PAR_NEGATE,mixed,True,False,Negate the rotation angle for RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M016,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m016.py,B_parameter_bugs,constant_offset,PAR_OFFSET,mixed,True,False,Add pi/8 to the RX angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M017,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m017.py,B_parameter_bugs,parameter_scaling,PAR_SCALE_HALF,mixed,True,False,Halve the RX angle.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M018,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m018.py,B_parameter_bugs,degrees_vs_radians,PAR_DEGREES,mixed,True,False,Treat the RX angle as degrees.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M019,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m019.py,B_parameter_bugs,wrong_parameter_variable,PAR_WRONG_VARIABLE,mixed,True,False,Use the wrong parameter expression for RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M020,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m020.py,B_parameter_bugs,stale_parameter,PAR_ZERO,mixed,True,False,Force the RX angle to zero.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_M021,qaoa,qaoa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_m021.py,B_parameter_bugs,wrong_rotation_angle,PAR_AXIS_SWAP,mixed,True,False,Apply the same parameter on the wrong rotation axis instead of RX.,Parameterized quantum circuits are highly sensitive to angle values and parameter binding semantics.,wrong expectation value,hard,property-based tests|statistical output tests|equivalence checks,qaoa_mixer_1,
QAOA_HO001,qaoa,qaoa,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_ho001.py,B_parameter_bugs+B_parameter_bugs,sign_error+sign_error,PAR_NEGATE+PAR_NEGATE,mixed+mixed,True,False,Higher-order mutant combining: Negate the rotation angle for RZ. AND Negate the rotation angle for RX.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,qaoa_cost,qaoa_mixer_0
QAOA_HO002,qaoa,qaoa,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/qaoa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/qaoa/qaoa_ho002.py,B_parameter_bugs+B_parameter_bugs,sign_error+sign_error,PAR_NEGATE+PAR_NEGATE,mixed+mixed,True,False,Higher-order mutant combining: Negate the rotation angle for RZ. AND Negate the rotation angle for RX.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,qaoa_cost,qaoa_mixer_1
SWAP_TEST_M001,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m001.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,QGR_H_TO_X,quantum-specific,True,False,Replace the Hadamard on qubit 0 with X.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M002,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m002.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,QGR_H_TO_Y,quantum-specific,True,False,Replace the Hadamard on qubit 0 with Y.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M003,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m003.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,QGR_H_TO_Z,quantum-specific,True,False,Replace the Hadamard on qubit 0 with Z.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M004,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m004.py,A_gate_level_quantum_bugs,gate_deletion,QGD_DELETE_H,quantum-specific,True,False,Delete the Hadamard on qubit 0.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M005,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m005.py,A_gate_level_quantum_bugs,extra_gate_insertion,QGI_DUPLICATE_H,quantum-specific,True,True,Apply two Hadamards in sequence on qubit 0.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",no visible effect / equivalent mutant candidate,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M006,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m006.py,A_gate_level_quantum_bugs,extra_gate_insertion,QGI_H_PLUS_Z,quantum-specific,True,False,Insert an extra Z gate immediately after the Hadamard on qubit 0.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M007,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m007.py,A_gate_level_quantum_bugs,wrong_qubit,QQI_WRONG_H_QUBIT,quantum-specific,True,False,Move the Hadamard from qubit 0 to qubit 1.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,swap_h_start,
SWAP_TEST_M008,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m008.py,A_gate_level_quantum_bugs,swap_test_control_bug,SWAPTEST_DELETE_CSWAP,quantum-specific,True,False,Delete the controlled swap in the swap test.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,swap_controlled,
SWAP_TEST_M009,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m009.py,A_gate_level_quantum_bugs,controlled_gate_replacement,SWAPTEST_CX_FOR_CSWAP,quantum-specific,True,False,Replace the controlled swap with a single CX.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,hard,unit tests|statistical output tests|equivalence checks,swap_controlled,
SWAP_TEST_M010,swap_test,swap_test,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/swap_test.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/swap_test/swap_test_m010.py,A_gate_level_quantum_bugs,wrong_qubit,SWAPTEST_WRONG_CONTROL,quantum-specific,True,False,Use the wrong ancilla/data qubit as the controlled-swap control.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",wrong distribution,hard,unit tests|statistical output tests|equivalence checks,swap_controlled,
